collection1,,,,,
Number,Name,NameLink,Type1,Egg1,Egg1num
463,Lickilicky,http://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),Normal,Monster,1
464,Rhyperior,http://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon),Ground,Monster,1
465,Tangrowth,http://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),Grass,Grass,7
466,Electivire,http://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),Electric,Human-Like,8
467,Magmortar,http://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),Fire,Human-Like,8
468,Togekiss,http://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon),Fairy,Flying,4
469,Yanmega,http://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon),Bug,Bug,3
470,Leafeon,http://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),Grass,Field,5
471,Glaceon,http://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon),Ice,Field,5
472,Gliscor,http://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon),Ground,Bug,3
473,Mamoswine,http://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),Ice,Field,5
474,Porygon-Z,http://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon),Normal,Mineral,10
475,Gallade,http://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),Psychic,Amorphous,11
476,Probopass,http://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon),Rock,Mineral,10
477,Dusknoir,http://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),Ghost,Amorphous,11
478,Froslass,http://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),Ice,Fairy,6
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Electric,Amorphous,11
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Electric,Amorphous,11
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Electric,Amorphous,11
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Electric,Amorphous,11
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Electric,Amorphous,11
479,Rotom,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Electric,Amorphous,11
480,Uxie,http://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon),Psychic,Undiscovered,15
481,Mesprit,http://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),Psychic,Undiscovered,15
482,Azelf,http://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),Psychic,Undiscovered,15
483,Dialga,http://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),Steel,Undiscovered,15
484,Palkia,http://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),Water,Undiscovered,15
485,Heatran,http://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon),Fire,Undiscovered,15
486,Regigigas,http://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon),Normal,Undiscovered,15
487,Giratina,http://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),Ghost,Undiscovered,15
487,Giratina,http://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),Ghost,Undiscovered,15
488,Cresselia,http://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),Psychic,Undiscovered,15
489,Phione,http://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon),Water,Water 1,2
490,Manaphy,http://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),Water,Water 1,2
491,Darkrai,http://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),Dark,Undiscovered,15
492,Shaymin,http://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),Grass,Undiscovered,15
492,Shaymin,http://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),Grass,Undiscovered,15
493,Arceus,http://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),Normal,Undiscovered,15
494,Victini,http://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon),Psychic,Undiscovered,15
495,Snivy,http://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon),Grass,Field,5
496,Servine,http://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon),Grass,Field,5
497,Serperior,http://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon),Grass,Field,5
498,Tepig,http://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon),Fire,Field,5
499,Pignite,http://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon),Fire,Field,5
500,Emboar,http://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),Fire,Field,5
501,Oshawott,http://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon),Water,Field,5
502,Dewott,http://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon),Water,Field,5
503,Samurott,http://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),Water,Field,5
504,Patrat,http://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon),Normal,Field,5
505,Watchog,http://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon),Normal,Field,5
506,Lillipup,http://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon),Normal,Field,5
507,Herdier,http://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon),Normal,Field,5
508,Stoutland,http://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon),Normal,Field,5
509,Purrloin,http://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon),Dark,Field,5
510,Liepard,http://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon),Dark,Field,5
511,Pansage,http://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon),Grass,Field,5
512,Simisage,http://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon),Grass,Field,5
513,Pansear,http://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon),Fire,Field,5
514,Simisear,http://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon),Fire,Field,5
515,Panpour,http://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon),Water,Field,5
516,Simipour,http://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon),Water,Field,5
517,Munna,http://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon),Psychic,Field,5
518,Musharna,http://bulbapedia.bulbagarden.net/wiki/Musharna_(Pok%C3%A9mon),Psychic,Field,5
519,Pidove,http://bulbapedia.bulbagarden.net/wiki/Pidove_(Pok%C3%A9mon),Normal,Flying,4
520,Tranquill,http://bulbapedia.bulbagarden.net/wiki/Tranquill_(Pok%C3%A9mon),Normal,Flying,4
521,Unfezant,http://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon),Normal,Flying,4
521,Unfezant,http://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon),Normal,Flying,4
522,Blitzle,http://bulbapedia.bulbagarden.net/wiki/Blitzle_(Pok%C3%A9mon),Electric,Field,5
523,Zebstrika,http://bulbapedia.bulbagarden.net/wiki/Zebstrika_(Pok%C3%A9mon),Electric,Field,5
524,Roggenrola,http://bulbapedia.bulbagarden.net/wiki/Roggenrola_(Pok%C3%A9mon),Rock,Mineral,10
525,Boldore,http://bulbapedia.bulbagarden.net/wiki/Boldore_(Pok%C3%A9mon),Rock,Mineral,10
526,Gigalith,http://bulbapedia.bulbagarden.net/wiki/Gigalith_(Pok%C3%A9mon),Rock,Mineral,10
527,Woobat,http://bulbapedia.bulbagarden.net/wiki/Woobat_(Pok%C3%A9mon),Psychic,Field,5
528,Swoobat,http://bulbapedia.bulbagarden.net/wiki/Swoobat_(Pok%C3%A9mon),Psychic,Field,5
529,Drilbur,http://bulbapedia.bulbagarden.net/wiki/Drilbur_(Pok%C3%A9mon),Ground,Field,5
530,Excadrill,http://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon),Ground,Field,5
531,Audino,http://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon),Normal,Fairy,6
532,Timburr,http://bulbapedia.bulbagarden.net/wiki/Timburr_(Pok%C3%A9mon),Fighting,Human-Like,8
533,Gurdurr,http://bulbapedia.bulbagarden.net/wiki/Gurdurr_(Pok%C3%A9mon),Fighting,Human-Like,8
534,Conkeldurr,http://bulbapedia.bulbagarden.net/wiki/Conkeldurr_(Pok%C3%A9mon),Fighting,Human-Like,8
535,Tympole,http://bulbapedia.bulbagarden.net/wiki/Tympole_(Pok%C3%A9mon),Water,Water 1,2
536,Palpitoad,http://bulbapedia.bulbagarden.net/wiki/Palpitoad_(Pok%C3%A9mon),Water,Water 1,2
537,Seismitoad,http://bulbapedia.bulbagarden.net/wiki/Seismitoad_(Pok%C3%A9mon),Water,Water 1,2
538,Throh,http://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon),Fighting,Human-Like,8
539,Sawk,http://bulbapedia.bulbagarden.net/wiki/Sawk_(Pok%C3%A9mon),Fighting,Human-Like,8
540,Sewaddle,http://bulbapedia.bulbagarden.net/wiki/Sewaddle_(Pok%C3%A9mon),Bug,Bug,3
541,Swadloon,http://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon),Bug,Bug,3
542,Leavanny,http://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon),Bug,Bug,3
543,Venipede,http://bulbapedia.bulbagarden.net/wiki/Venipede_(Pok%C3%A9mon),Bug,Bug,3
544,Whirlipede,http://bulbapedia.bulbagarden.net/wiki/Whirlipede_(Pok%C3%A9mon),Bug,Bug,3
545,Scolipede,http://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon),Bug,Bug,3
546,Cottonee,http://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon),Grass,Grass,7
547,Whimsicott,http://bulbapedia.bulbagarden.net/wiki/Whimsicott_(Pok%C3%A9mon),Grass,Grass,7
548,Petilil,http://bulbapedia.bulbagarden.net/wiki/Petilil_(Pok%C3%A9mon),Grass,Grass,7
549,Lilligant,http://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),Grass,Grass,7
550,Basculin,http://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),Water,Water 2,12
550,Basculin,http://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),Water,Water 2,12
551,Sandile,http://bulbapedia.bulbagarden.net/wiki/Sandile_(Pok%C3%A9mon),Ground,Field,5
552,Krokorok,http://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon),Ground,Field,5
553,Krookodile,http://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon),Ground,Field,5
554,Darumaka,http://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),Fire,Field,5
555,Darmanitan,http://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Fire,Field,5
555,Darmanitan,http://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Fire,Field,5
556,Maractus,http://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon),Grass,Grass,7
557,Dwebble,http://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon),Bug,Bug,3
558,Crustle,http://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon),Bug,Bug,3
559,Scraggy,http://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon),Dark,Field,5
560,Scrafty,http://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon),Dark,Field,5
561,Sigilyph,http://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon),Psychic,Flying,4
562,Yamask,http://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon),Ghost,Mineral,10
563,Cofagrigus,http://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon),Ghost,Mineral,10
564,Tirtouga,http://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon),Water,Water 1,2
565,Carracosta,http://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon),Water,Water 1,2
566,Archen,http://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon),Rock,Flying,4
567,Archeops,http://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon),Rock,Flying,4
568,Trubbish,http://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon),Poison,Mineral,10
569,Garbodor,http://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon),Poison,Mineral,10
570,Zorua,http://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon),Dark,Field,5
571,Zoroark,http://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon),Dark,Field,5
572,Minccino,http://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon),Normal,Field,5
573,Cinccino,http://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon),Normal,Field,5
574,Gothita,http://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon),Psychic,Human-Like,8
575,Gothorita,http://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon),Psychic,Human-Like,8
576,Gothitelle,http://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon),Psychic,Human-Like,8
577,Solosis,http://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon),Psychic,Amorphous,11
578,Duosion,http://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon),Psychic,Amorphous,11
579,Reuniclus,http://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon),Psychic,Amorphous,11
580,Ducklett,http://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon),Water,Water 1,2
581,Swanna,http://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon),Water,Water 1,2
582,Vanillite,http://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon),Ice,Mineral,10
583,Vanillish,http://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon),Ice,Mineral,10
584,Vanilluxe,http://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon),Ice,Mineral,10
585,Deerling,http://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),Normal,Field,5
586,Sawsbuck,http://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),Normal,Field,5
587,Emolga,http://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon),Electric,Field,5
588,Karrablast,http://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon),Bug,Bug,3
589,Escavalier,http://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon),Bug,Bug,3
590,Foongus,http://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon),Grass,Grass,7
591,Amoonguss,http://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon),Grass,Grass,7
592,Frillish,http://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),Water,Amorphous,11
592,Frillish,http://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),Water,Amorphous,11
593,Jellicent,http://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon),Water,Amorphous,11
593,Jellicent,http://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon),Water,Amorphous,11
594,Alomomola,http://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon),Water,Water 1,2
595,Joltik,http://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon),Bug,Bug,3
596,Galvantula,http://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon),Bug,Bug,3
597,Ferroseed,http://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon),Grass,Grass,7
598,Ferrothorn,http://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon),Grass,Grass,7
599,Klink,http://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon),Steel,Mineral,10
600,Klang,http://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon),Steel,Mineral,10
601,Klinklang,http://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon),Steel,Mineral,10
602,Tynamo,http://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon),Electric,Amorphous,11
603,Eelektrik,http://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon),Electric,Amorphous,11
604,Eelektross,http://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),Electric,Amorphous,11
605,Elgyem,http://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),Psychic,Human-Like,8
606,Beheeyem,http://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon),Psychic,Human-Like,8
607,Litwick,http://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),Ghost,Amorphous,11
608,Lampent,http://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),Ghost,Amorphous,11
609,Chandelure,http://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),Ghost,Amorphous,11
610,Axew,http://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),Dragon,Monster,1
611,Fraxure,http://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),Dragon,Monster,1
612,Haxorus,http://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon),Dragon,Monster,1
613,Cubchoo,http://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),Ice,Field,5
614,Beartic,http://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),Ice,Field,5
615,Cryogonal,http://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),Ice,Mineral,10
616,Shelmet,http://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon),Bug,Bug,3
617,Accelgor,http://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon),Bug,Bug,3
618,Stunfisk,http://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),Ground,Water 1,2
619,Mienfoo,http://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),Fighting,Field,5
620,Mienshao,http://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon),Fighting,Field,5
621,Druddigon,http://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon),Dragon,Dragon,14
622,Golett,http://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon),Ground,Mineral,10
623,Golurk,http://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon),Ground,Mineral,10
624,Pawniard,http://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon),Dark,Human-Like,8
625,Bisharp,http://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon),Dark,Human-Like,8
626,Bouffalant,http://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon),Normal,Field,5
627,Rufflet,http://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon),Normal,Flying,4
628,Braviary,http://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),Normal,Flying,4
629,Vullaby,http://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon),Dark,Flying,4
630,Mandibuzz,http://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon),Dark,Flying,4
631,Heatmor,http://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon),Fire,Field,5
632,Durant,http://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon),Bug,Bug,3
633,Deino,http://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon),Dark,Dragon,14
634,Zweilous,http://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon),Dark,Dragon,14
635,Hydreigon,http://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon),Dark,Dragon,14
636,Larvesta,http://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon),Bug,Bug,3
637,Volcarona,http://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon),Bug,Bug,3
638,Cobalion,http://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon),Steel,Undiscovered,15
639,Terrakion,http://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon),Rock,Undiscovered,15
640,Virizion,http://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon),Grass,Undiscovered,15
641,Tornadus,http://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),Flying,Undiscovered,15
642,Thundurus,http://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),Electric,Undiscovered,15
643,Reshiram,http://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon),Dragon,Undiscovered,15
644,Zekrom,http://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon),Dragon,Undiscovered,15
645,Landorus,http://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),Ground,Undiscovered,15
646,Kyurem,http://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),Dragon,Undiscovered,15
647,Keldeo,http://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon),Water,Undiscovered,15
648,Meloetta,http://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),Normal,Undiscovered,15
648,Meloetta,http://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),Normal,Undiscovered,15
649,Genesect,http://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon),Bug,Undiscovered,15
650,Chespin,http://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon),Grass,Field,5
651,Quilladin,http://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon),Grass,Field,5
652,Chesnaught,http://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon),Grass,Field,5
653,Fennekin,http://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon),Fire,Field,5
654,Braixen,http://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon),Fire,Field,5
655,Delphox,http://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),Fire,Field,5
656,Froakie,http://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon),Water,Water 1,2
657,Frogadier,http://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon),Water,Water 1,2
658,Greninja,http://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon),Water,Water 1,2
659,Bunnelby,http://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon),Normal,Field,5
660,Diggersby,http://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon),Normal,Field,5
661,Fletchling,http://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon),Normal,Flying,4
662,Fletchinder,http://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon),Fire,Flying,4
663,Talonflame,http://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon),Fire,Flying,4
664,Scatterbug,http://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon),Bug,Bug,3
665,Spewpa,http://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon),Bug,Bug,3
666,Vivillon,http://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon),Bug,Bug,3
667,Litleo,http://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon),Fire,Field,5
668,Pyroar,http://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon),Fire,Field,5
669,Flabí©bí©,http://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),Fairy,Fairy,6
670,Floette,http://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),Fairy,Fairy,6
671,Florges,http://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),Fairy,Fairy,6
672,Skiddo,http://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon),Grass,Field,5
673,Gogoat,http://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon),Grass,Field,5
674,Pancham,http://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon),Fighting,Field,5
675,Pangoro,http://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon),Fighting,Field,5
676,Furfrou,http://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),Normal,Field,5
677,Espurr,http://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon),Psychic,Field,5
678,Meowstic,http://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),Psychic,Field,5
679,Honedge,http://bulbapedia.bulbagarden.net/wiki/Honedge_(Pok%C3%A9mon),Steel,Mineral,10
680,Doublade,http://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon),Steel,Mineral,10
681,Aegislash,http://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon),Steel,Mineral,10
682,Spritzee,http://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon),Fairy,Fairy,6
683,Aromatisse,http://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon),Fairy,Fairy,6
684,Swirlix,http://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon),Fairy,Fairy,6
