collection1,,,,
Number,Name,NameLink,Egg1,Egg1Link
316,Gulpin,http://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
317,Swalot,http://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
318,Carvanha,http://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
319,Sharpedo,http://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
320,Wailmer,http://bulbapedia.bulbagarden.net/wiki/Wailmer_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
321,Wailord,http://bulbapedia.bulbagarden.net/wiki/Wailord_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
322,Numel,http://bulbapedia.bulbagarden.net/wiki/Numel_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
323,Camerupt,http://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
324,Torkoal,http://bulbapedia.bulbagarden.net/wiki/Torkoal_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
325,Spoink,http://bulbapedia.bulbagarden.net/wiki/Spoink_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
326,Grumpig,http://bulbapedia.bulbagarden.net/wiki/Grumpig_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
327,Spinda,http://bulbapedia.bulbagarden.net/wiki/Spinda_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
328,Trapinch,http://bulbapedia.bulbagarden.net/wiki/Trapinch_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
329,Vibrava,http://bulbapedia.bulbagarden.net/wiki/Vibrava_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
330,Flygon,http://bulbapedia.bulbagarden.net/wiki/Flygon_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
331,Cacnea,http://bulbapedia.bulbagarden.net/wiki/Cacnea_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
332,Cacturne,http://bulbapedia.bulbagarden.net/wiki/Cacturne_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
333,Swablu,http://bulbapedia.bulbagarden.net/wiki/Swablu_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
334,Altaria,http://bulbapedia.bulbagarden.net/wiki/Altaria_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
335,Zangoose,http://bulbapedia.bulbagarden.net/wiki/Zangoose_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
336,Seviper,http://bulbapedia.bulbagarden.net/wiki/Seviper_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
337,Lunatone,http://bulbapedia.bulbagarden.net/wiki/Lunatone_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
338,Solrock,http://bulbapedia.bulbagarden.net/wiki/Solrock_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
339,Barboach,http://bulbapedia.bulbagarden.net/wiki/Barboach_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
340,Whiscash,http://bulbapedia.bulbagarden.net/wiki/Whiscash_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
341,Corphish,http://bulbapedia.bulbagarden.net/wiki/Corphish_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
342,Crawdaunt,http://bulbapedia.bulbagarden.net/wiki/Crawdaunt_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
343,Baltoy,http://bulbapedia.bulbagarden.net/wiki/Baltoy_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
344,Claydol,http://bulbapedia.bulbagarden.net/wiki/Claydol_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
345,Lileep,http://bulbapedia.bulbagarden.net/wiki/Lileep_(Pok%C3%A9mon),Water 3,http://bulbapedia.bulbagarden.net/wiki/Water_3_(Egg_Group)
346,Cradily,http://bulbapedia.bulbagarden.net/wiki/Cradily_(Pok%C3%A9mon),Water 3,http://bulbapedia.bulbagarden.net/wiki/Water_3_(Egg_Group)
347,Anorith,http://bulbapedia.bulbagarden.net/wiki/Anorith_(Pok%C3%A9mon),Water 3,http://bulbapedia.bulbagarden.net/wiki/Water_3_(Egg_Group)
348,Armaldo,http://bulbapedia.bulbagarden.net/wiki/Armaldo_(Pok%C3%A9mon),Water 3,http://bulbapedia.bulbagarden.net/wiki/Water_3_(Egg_Group)
349,Feebas,http://bulbapedia.bulbagarden.net/wiki/Feebas_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
350,Milotic,http://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
351,Castform,http://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
352,Kecleon,http://bulbapedia.bulbagarden.net/wiki/Kecleon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
353,Shuppet,http://bulbapedia.bulbagarden.net/wiki/Shuppet_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
354,Banette,http://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
355,Duskull,http://bulbapedia.bulbagarden.net/wiki/Duskull_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
356,Dusclops,http://bulbapedia.bulbagarden.net/wiki/Dusclops_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
357,Tropius,http://bulbapedia.bulbagarden.net/wiki/Tropius_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
358,Chimecho,http://bulbapedia.bulbagarden.net/wiki/Chimecho_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
359,Absol,http://bulbapedia.bulbagarden.net/wiki/Absol_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
360,Wynaut,http://bulbapedia.bulbagarden.net/wiki/Wynaut_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
361,Snorunt,http://bulbapedia.bulbagarden.net/wiki/Snorunt_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
362,Glalie,http://bulbapedia.bulbagarden.net/wiki/Glalie_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
363,Spheal,http://bulbapedia.bulbagarden.net/wiki/Spheal_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
364,Sealeo,http://bulbapedia.bulbagarden.net/wiki/Sealeo_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
365,Walrein,http://bulbapedia.bulbagarden.net/wiki/Walrein_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
366,Clamperl,http://bulbapedia.bulbagarden.net/wiki/Clamperl_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
367,Huntail,http://bulbapedia.bulbagarden.net/wiki/Huntail_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
368,Gorebyss,http://bulbapedia.bulbagarden.net/wiki/Gorebyss_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
369,Relicanth,http://bulbapedia.bulbagarden.net/wiki/Relicanth_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
370,Luvdisc,http://bulbapedia.bulbagarden.net/wiki/Luvdisc_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
371,Bagon,http://bulbapedia.bulbagarden.net/wiki/Bagon_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
372,Shelgon,http://bulbapedia.bulbagarden.net/wiki/Shelgon_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
373,Salamence,http://bulbapedia.bulbagarden.net/wiki/Salamence_(Pok%C3%A9mon),Dragon,http://bulbapedia.bulbagarden.net/wiki/Dragon_(Egg_Group)
374,Beldum,http://bulbapedia.bulbagarden.net/wiki/Beldum_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
375,Metang,http://bulbapedia.bulbagarden.net/wiki/Metang_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
376,Metagross,http://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
377,Regirock,http://bulbapedia.bulbagarden.net/wiki/Regirock_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
378,Regice,http://bulbapedia.bulbagarden.net/wiki/Regice_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
379,Registeel,http://bulbapedia.bulbagarden.net/wiki/Registeel_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
380,Latias,http://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
381,Latios,http://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
382,Kyogre,http://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
383,Groudon,http://bulbapedia.bulbagarden.net/wiki/Groudon_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
384,Rayquaza,http://bulbapedia.bulbagarden.net/wiki/Rayquaza_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
385,Jirachi,http://bulbapedia.bulbagarden.net/wiki/Jirachi_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
386,Deoxys,http://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
387,Turtwig,http://bulbapedia.bulbagarden.net/wiki/Turtwig_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
388,Grotle,http://bulbapedia.bulbagarden.net/wiki/Grotle_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
389,Torterra,http://bulbapedia.bulbagarden.net/wiki/Torterra_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
390,Chimchar,http://bulbapedia.bulbagarden.net/wiki/Chimchar_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
391,Monferno,http://bulbapedia.bulbagarden.net/wiki/Monferno_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
392,Infernape,http://bulbapedia.bulbagarden.net/wiki/Infernape_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
393,Piplup,http://bulbapedia.bulbagarden.net/wiki/Piplup_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
394,Prinplup,http://bulbapedia.bulbagarden.net/wiki/Prinplup_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
395,Empoleon,http://bulbapedia.bulbagarden.net/wiki/Empoleon_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
396,Starly,http://bulbapedia.bulbagarden.net/wiki/Starly_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
397,Staravia,http://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
398,Staraptor,http://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
399,Bidoof,http://bulbapedia.bulbagarden.net/wiki/Bidoof_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
400,Bibarel,http://bulbapedia.bulbagarden.net/wiki/Bibarel_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
401,Kricketot,http://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
402,Kricketune,http://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
403,Shinx,http://bulbapedia.bulbagarden.net/wiki/Shinx_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
404,Luxio,http://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
405,Luxray,http://bulbapedia.bulbagarden.net/wiki/Luxray_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
406,Budew,http://bulbapedia.bulbagarden.net/wiki/Budew_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
407,Roserade,http://bulbapedia.bulbagarden.net/wiki/Roserade_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
408,Cranidos,http://bulbapedia.bulbagarden.net/wiki/Cranidos_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
409,Rampardos,http://bulbapedia.bulbagarden.net/wiki/Rampardos_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
410,Shieldon,http://bulbapedia.bulbagarden.net/wiki/Shieldon_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
411,Bastiodon,http://bulbapedia.bulbagarden.net/wiki/Bastiodon_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
412,Burmy,http://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
413,Wormadam,http://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
414,Mothim,http://bulbapedia.bulbagarden.net/wiki/Mothim_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
415,Combee,http://bulbapedia.bulbagarden.net/wiki/Combee_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
416,Vespiquen,http://bulbapedia.bulbagarden.net/wiki/Vespiquen_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
417,Pachirisu,http://bulbapedia.bulbagarden.net/wiki/Pachirisu_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
418,Buizel,http://bulbapedia.bulbagarden.net/wiki/Buizel_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
419,Floatzel,http://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
420,Cherubi,http://bulbapedia.bulbagarden.net/wiki/Cherubi_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
421,Cherrim,http://bulbapedia.bulbagarden.net/wiki/Cherrim_(Pok%C3%A9mon),Fairy,http://bulbapedia.bulbagarden.net/wiki/Fairy_(Egg_Group)
422,Shellos,http://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
423,Gastrodon,http://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pok%C3%A9mon),Water 1,http://bulbapedia.bulbagarden.net/wiki/Water_1_(Egg_Group)
424,Ambipom,http://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
425,Drifloon,http://bulbapedia.bulbagarden.net/wiki/Drifloon_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
426,Drifblim,http://bulbapedia.bulbagarden.net/wiki/Drifblim_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
427,Buneary,http://bulbapedia.bulbagarden.net/wiki/Buneary_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
428,Lopunny,http://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
429,Mismagius,http://bulbapedia.bulbagarden.net/wiki/Mismagius_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
430,Honchkrow,http://bulbapedia.bulbagarden.net/wiki/Honchkrow_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
431,Glameow,http://bulbapedia.bulbagarden.net/wiki/Glameow_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
432,Purugly,http://bulbapedia.bulbagarden.net/wiki/Purugly_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
433,Chingling,http://bulbapedia.bulbagarden.net/wiki/Chingling_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
434,Stunky,http://bulbapedia.bulbagarden.net/wiki/Stunky_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
435,Skuntank,http://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
436,Bronzor,http://bulbapedia.bulbagarden.net/wiki/Bronzor_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
437,Bronzong,http://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
438,Bonsly,http://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
439,Mime Jr.,http://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
440,Happiny,http://bulbapedia.bulbagarden.net/wiki/Happiny_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
441,Chatot,http://bulbapedia.bulbagarden.net/wiki/Chatot_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
442,Spiritomb,http://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),Amorphous,http://bulbapedia.bulbagarden.net/wiki/Amorphous_(Egg_Group)
443,Gible,http://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
444,Gabite,http://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
445,Garchomp,http://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
446,Munchlax,http://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
447,Riolu,http://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
448,Lucario,http://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
449,Hippopotas,http://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
450,Hippowdon,http://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
451,Skorupi,http://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
452,Drapion,http://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
453,Croagunk,http://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
454,Toxicroak,http://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
455,Carnivine,http://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
456,Finneon,http://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
457,Lumineon,http://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),Water 2,http://bulbapedia.bulbagarden.net/wiki/Water_2_(Egg_Group)
458,Mantyke,http://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),Undiscovered,http://bulbapedia.bulbagarden.net/wiki/Undiscovered_(Egg_Group)
459,Snover,http://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
460,Abomasnow,http://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
461,Weavile,http://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
462,Magnezone,http://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),Mineral,http://bulbapedia.bulbagarden.net/wiki/Mineral_(Egg_Group)
463,Lickilicky,http://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
464,Rhyperior,http://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon),Monster,http://bulbapedia.bulbagarden.net/wiki/Monster_(Egg_Group)
465,Tangrowth,http://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),Grass,http://bulbapedia.bulbagarden.net/wiki/Grass_(Egg_Group)
466,Electivire,http://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
467,Magmortar,http://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),Human-Like,http://bulbapedia.bulbagarden.net/wiki/Human-Like_(Egg_Group)
468,Togekiss,http://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon),Flying,http://bulbapedia.bulbagarden.net/wiki/Flying_(Egg_Group)
469,Yanmega,http://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
470,Leafeon,http://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
471,Glaceon,http://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon),Field,http://bulbapedia.bulbagarden.net/wiki/Field_(Egg_Group)
472,Gliscor,http://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon),Bug,http://bulbapedia.bulbagarden.net/wiki/Bug_(Egg_Group)
